Month,NonRecreationVisitors,RecreationVisitors,UnitCode,UnitName,Year
1,600,12415,ACAD,Acadia NP,2007
2,600,11068,ACAD,Acadia NP,2007
3,600,19220,ACAD,Acadia NP,2007
4,600,61775,ACAD,Acadia NP,2007
5,7500,132152,ACAD,Acadia NP,2007
6,7500,273765,ACAD,Acadia NP,2007
7,7500,461894,ACAD,Acadia NP,2007
8,7500,544892,ACAD,Acadia NP,2007
9,7500,371217,ACAD,Acadia NP,2007
10,6000,263311,ACAD,Acadia NP,2007
11,600,41449,ACAD,Acadia NP,2007
12,600,9070,ACAD,Acadia NP,2007
1,600,10744,ACAD,Acadia NP,2008
2,600,11131,ACAD,Acadia NP,2008
3,600,17489,ACAD,Acadia NP,2008
4,600,53798,ACAD,Acadia NP,2008
5,7500,125679,ACAD,Acadia NP,2008
6,7500,263542,ACAD,Acadia NP,2008
7,7500,470295,ACAD,Acadia NP,2008
8,7500,514443,ACAD,Acadia NP,2008
9,7500,319582,ACAD,Acadia NP,2008
10,6000,246533,ACAD,Acadia NP,2008
11,600,32759,ACAD,Acadia NP,2008
12,600,9862,ACAD,Acadia NP,2008
1,600,9366,ACAD,Acadia NP,2009
2,600,9751,ACAD,Acadia NP,2009
3,600,19258,ACAD,Acadia NP,2009
4,600,59277,ACAD,Acadia NP,2009
5,7500,129885,ACAD,Acadia NP,2009
6,7500,244780,ACAD,Acadia NP,2009
7,7500,457622,ACAD,Acadia NP,2009
8,7500,586446,ACAD,Acadia NP,2009
9,7500,399789,ACAD,Acadia NP,2009
10,6000,258007,ACAD,Acadia NP,2009
11,600,44042,ACAD,Acadia NP,2009
12,600,9475,ACAD,Acadia NP,2009
1,600,10510,ACAD,Acadia NP,2010
2,600,13398,ACAD,Acadia NP,2010
3,600,26080,ACAD,Acadia NP,2010
4,600,57992,ACAD,Acadia NP,2010
5,7500,169898,ACAD,Acadia NP,2010
6,7500,286635,ACAD,Acadia NP,2010
7,7500,545382,ACAD,Acadia NP,2010
8,7500,627918,ACAD,Acadia NP,2010
9,7500,431001,ACAD,Acadia NP,2010
10,6000,289114,ACAD,Acadia NP,2010
11,600,36736,ACAD,Acadia NP,2010
12,600,9544,ACAD,Acadia NP,2010
1,600,10428,ACAD,Acadia NP,2011
2,600,9533,ACAD,Acadia NP,2011
3,600,19510,ACAD,Acadia NP,2011
4,600,58307,ACAD,Acadia NP,2011
5,7500,132720,ACAD,Acadia NP,2011
6,7500,297222,ACAD,Acadia NP,2011
7,7500,559892,ACAD,Acadia NP,2011
8,7500,583153,ACAD,Acadia NP,2011
9,7500,387868,ACAD,Acadia NP,2011
10,6000,270477,ACAD,Acadia NP,2011
11,600,34192,ACAD,Acadia NP,2011
12,600,11343,ACAD,Acadia NP,2011
1,600,11930,ACAD,Acadia NP,2012
2,600,12388,ACAD,Acadia NP,2012
3,600,22684,ACAD,Acadia NP,2012
4,600,59471,ACAD,Acadia NP,2012
5,7500,157406,ACAD,Acadia NP,2012
6,7500,309198,ACAD,Acadia NP,2012
7,7500,539234,ACAD,Acadia NP,2012
8,7500,574307,ACAD,Acadia NP,2012
9,7500,391810,ACAD,Acadia NP,2012
10,6000,302932,ACAD,Acadia NP,2012
11,600,38385,ACAD,Acadia NP,2012
12,600,11307,ACAD,Acadia NP,2012
1,600,11249,ACAD,Acadia NP,2013
2,600,9869,ACAD,Acadia NP,2013
3,600,20631,ACAD,Acadia NP,2013
4,600,47090,ACAD,Acadia NP,2013
5,7500,133653,ACAD,Acadia NP,2013
6,7500,315791,ACAD,Acadia NP,2013
7,7500,555308,ACAD,Acadia NP,2013
8,7500,617306,ACAD,Acadia NP,2013
9,7500,400400,ACAD,Acadia NP,2013
10,6000,94904,ACAD,Acadia NP,2013
11,600,41181,ACAD,Acadia NP,2013
12,600,7540,ACAD,Acadia NP,2013
1,600,10459,ACAD,Acadia NP,2014
2,600,10258,ACAD,Acadia NP,2014
3,600,17502,ACAD,Acadia NP,2014
4,600,57211,ACAD,Acadia NP,2014
5,7500,153013,ACAD,Acadia NP,2014
6,7500,338845,ACAD,Acadia NP,2014
7,7500,561073,ACAD,Acadia NP,2014
8,7500,638152,ACAD,Acadia NP,2014
9,7500,418173,ACAD,Acadia NP,2014
10,6000,313920,ACAD,Acadia NP,2014
11,600,31013,ACAD,Acadia NP,2014
12,600,13510,ACAD,Acadia NP,2014
1,600,12578,ACAD,Acadia NP,2015
2,600,10626,ACAD,Acadia NP,2015
3,600,18062,ACAD,Acadia NP,2015
4,600,63214,ACAD,Acadia NP,2015
5,7500,187205,ACAD,Acadia NP,2015
6,7500,359661,ACAD,Acadia NP,2015
7,7500,606597,ACAD,Acadia NP,2015
8,7500,666767,ACAD,Acadia NP,2015
9,7500,479320,ACAD,Acadia NP,2015
10,6000,344362,ACAD,Acadia NP,2015
11,600,48912,ACAD,Acadia NP,2015
12,600,13880,ACAD,Acadia NP,2015
1,600,17204,ACAD,Acadia NP,2016
2,600,16530,ACAD,Acadia NP,2016
3,600,28121,ACAD,Acadia NP,2016
4,600,94199,ACAD,Acadia NP,2016
5,7500,217147,ACAD,Acadia NP,2016
6,7500,445410,ACAD,Acadia NP,2016
7,7500,696854,ACAD,Acadia NP,2016
8,7500,735945,ACAD,Acadia NP,2016
9,7500,570434,ACAD,Acadia NP,2016
10,6000,412416,ACAD,Acadia NP,2016
11,600,55022,ACAD,Acadia NP,2016
12,600,14111,ACAD,Acadia NP,2016
1,600,15520,ACAD,Acadia NP,2017
2,600,14342,ACAD,Acadia NP,2017
3,600,20936,ACAD,Acadia NP,2017
4,600,85267,ACAD,Acadia NP,2017
5,7500,222978,ACAD,Acadia NP,2017
6,7500,476191,ACAD,Acadia NP,2017
7,7500,743529,ACAD,Acadia NP,2017
8,7500,762436,ACAD,Acadia NP,2017
9,7500,595388,ACAD,Acadia NP,2017
10,6000,507594,ACAD,Acadia NP,2017
11,600,53006,ACAD,Acadia NP,2017
12,600,12084,ACAD,Acadia NP,2017
1,600,11974,ACAD,Acadia NP,2018
2,600,12167,ACAD,Acadia NP,2018
3,600,23756,ACAD,Acadia NP,2018
4,600,72858,ACAD,Acadia NP,2018
5,7500,249050,ACAD,Acadia NP,2018
6,7500,499163,ACAD,Acadia NP,2018
7,7500,759165,ACAD,Acadia NP,2018
8,7500,767219,ACAD,Acadia NP,2018
9,7500,600397,ACAD,Acadia NP,2018
10,6000,488204,ACAD,Acadia NP,2018
11,600,40930,ACAD,Acadia NP,2018
12,600,12692,ACAD,Acadia NP,2018
1,600,8532,ACAD,Acadia NP,2019
2,600,9154,ACAD,Acadia NP,2019
3,600,20161,ACAD,Acadia NP,2019
4,600,68046,ACAD,Acadia NP,2019
5,7500,226156,ACAD,Acadia NP,2019
6,7500,490720,ACAD,Acadia NP,2019
7,7500,756439,ACAD,Acadia NP,2019
8,7500,759735,ACAD,Acadia NP,2019
9,7500,603273,ACAD,Acadia NP,2019
10,6000,436194,ACAD,Acadia NP,2019
11,600,46011,ACAD,Acadia NP,2019
12,600,12865,ACAD,Acadia NP,2019
1,600,12640,ACAD,Acadia NP,2020
2,600,13459,ACAD,Acadia NP,2020
3,600,28539,ACAD,Acadia NP,2020
4,600,55713,ACAD,Acadia NP,2020
5,7500,103120,ACAD,Acadia NP,2020
6,7500,201156,ACAD,Acadia NP,2020
7,7500,493971,ACAD,Acadia NP,2020
8,7500,681746,ACAD,Acadia NP,2020
9,7500,500320,ACAD,Acadia NP,2020
10,6000,480859,ACAD,Acadia NP,2020
11,600,76251,ACAD,Acadia NP,2020
12,600,21260,ACAD,Acadia NP,2020
1,600,20268,ACAD,Acadia NP,2021
2,600,16123,ACAD,Acadia NP,2021
3,600,38060,ACAD,Acadia NP,2021
4,600,110096,ACAD,Acadia NP,2021
5,7500,324654,ACAD,Acadia NP,2021
6,7500,661919,ACAD,Acadia NP,2021
7,7500,782146,ACAD,Acadia NP,2021
8,7500,795437,ACAD,Acadia NP,2021
9,7500,667301,ACAD,Acadia NP,2021
10,6000,557624,ACAD,Acadia NP,2021
11,600,81089,ACAD,Acadia NP,2021
12,600,14381,ACAD,Acadia NP,2021
1,600,10411,ACAD,Acadia NP,2022
2,600,13045,ACAD,Acadia NP,2022
3,600,22476,ACAD,Acadia NP,2022
4,600,105126,ACAD,Acadia NP,2022
5,7500,327466,ACAD,Acadia NP,2022
6,7500,603023,ACAD,Acadia NP,2022
7,7500,791358,ACAD,Acadia NP,2022
8,7500,785236,ACAD,Acadia NP,2022
9,7500,697292,ACAD,Acadia NP,2022
10,6000,521646,ACAD,Acadia NP,2022
11,600,70675,ACAD,Acadia NP,2022
12,600,22506,ACAD,Acadia NP,2022
1,600,15217,ACAD,Acadia NP,2023
2,600,15281,ACAD,Acadia NP,2023
3,600,30822,ACAD,Acadia NP,2023
4,600,102928,ACAD,Acadia NP,2023
5,7500,340425,ACAD,Acadia NP,2023
6,7500,566535,ACAD,Acadia NP,2023
7,7500,767956,ACAD,Acadia NP,2023
8,7500,774296,ACAD,Acadia NP,2023
9,7500,643506,ACAD,Acadia NP,2023
10,6000,541067,ACAD,Acadia NP,2023
11,600,66987,ACAD,Acadia NP,2023
12,600,14870,ACAD,Acadia NP,2023
1,600,15538,ACAD,Acadia NP,2024
2,600,14071,ACAD,Acadia NP,2024
3,600,25696,ACAD,Acadia NP,2024
4,600,95165,ACAD,Acadia NP,2024
5,7500,320885,ACAD,Acadia NP,2024
6,7500,599015,ACAD,Acadia NP,2024
1,82,2562,APIS,Apostle Islands NL,2007
2,82,3925,APIS,Apostle Islands NL,2007
3,82,2148,APIS,Apostle Islands NL,2007
4,92,3550,APIS,Apostle Islands NL,2007
5,92,9552,APIS,Apostle Islands NL,2007
6,102,21270,APIS,Apostle Islands NL,2007
7,102,55307,APIS,Apostle Islands NL,2007
8,102,54559,APIS,Apostle Islands NL,2007
9,92,18966,APIS,Apostle Islands NL,2007
10,72,7309,APIS,Apostle Islands NL,2007
11,72,1382,APIS,Apostle Islands NL,2007
12,82,1866,APIS,Apostle Islands NL,2007
1,82,1854,APIS,Apostle Islands NL,2008
2,82,6055,APIS,Apostle Islands NL,2008
3,82,6039,APIS,Apostle Islands NL,2008
4,92,2051,APIS,Apostle Islands NL,2008
5,92,7813,APIS,Apostle Islands NL,2008
6,102,18136,APIS,Apostle Islands NL,2008
7,102,41575,APIS,Apostle Islands NL,2008
8,102,42520,APIS,Apostle Islands NL,2008
9,92,16235,APIS,Apostle Islands NL,2008
10,72,17750,APIS,Apostle Islands NL,2008
11,72,1942,APIS,Apostle Islands NL,2008
12,82,901,APIS,Apostle Islands NL,2008
1,82,2248,APIS,Apostle Islands NL,2009
2,82,6122,APIS,Apostle Islands NL,2009
3,82,4294,APIS,Apostle Islands NL,2009
4,92,3032,APIS,Apostle Islands NL,2009
5,92,7629,APIS,Apostle Islands NL,2009
6,102,22966,APIS,Apostle Islands NL,2009
7,102,43571,APIS,Apostle Islands NL,2009
8,102,45558,APIS,Apostle Islands NL,2009
9,92,24566,APIS,Apostle Islands NL,2009
10,72,6541,APIS,Apostle Islands NL,2009
11,72,2256,APIS,Apostle Islands NL,2009
12,82,1419,APIS,Apostle Islands NL,2009
1,82,2083,APIS,Apostle Islands NL,2010
2,82,4013,APIS,Apostle Islands NL,2010
3,82,3437,APIS,Apostle Islands NL,2010
4,92,4354,APIS,Apostle Islands NL,2010
5,92,7878,APIS,Apostle Islands NL,2010
6,102,21539,APIS,Apostle Islands NL,2010
7,102,37694,APIS,Apostle Islands NL,2010
8,102,46911,APIS,Apostle Islands NL,2010
9,92,16777,APIS,Apostle Islands NL,2010
10,72,7459,APIS,Apostle Islands NL,2010
11,72,3147,APIS,Apostle Islands NL,2010
12,82,1653,APIS,Apostle Islands NL,2010
1,82,2086,APIS,Apostle Islands NL,2011
2,82,3705,APIS,Apostle Islands NL,2011
3,82,1982,APIS,Apostle Islands NL,2011
4,92,2274,APIS,Apostle Islands NL,2011
5,92,7856,APIS,Apostle Islands NL,2011
6,102,17897,APIS,Apostle Islands NL,2011
7,102,60498,APIS,Apostle Islands NL,2011
8,102,46053,APIS,Apostle Islands NL,2011
9,92,19304,APIS,Apostle Islands NL,2011
10,72,10515,APIS,Apostle Islands NL,2011
11,72,2315,APIS,Apostle Islands NL,2011
12,82,1555,APIS,Apostle Islands NL,2011
1,82,1411,APIS,Apostle Islands NL,2012
2,82,1955,APIS,Apostle Islands NL,2012
3,82,3300,APIS,Apostle Islands NL,2012
4,92,3961,APIS,Apostle Islands NL,2012
5,92,8424,APIS,Apostle Islands NL,2012
6,102,21458,APIS,Apostle Islands NL,2012
7,102,47388,APIS,Apostle Islands NL,2012
8,102,45963,APIS,Apostle Islands NL,2012
9,92,19915,APIS,Apostle Islands NL,2012
10,72,6971,APIS,Apostle Islands NL,2012
11,72,1813,APIS,Apostle Islands NL,2012
12,82,860,APIS,Apostle Islands NL,2012
1,82,1712,APIS,Apostle Islands NL,2013
2,82,1848,APIS,Apostle Islands NL,2013
3,82,1473,APIS,Apostle Islands NL,2013
4,92,2948,APIS,Apostle Islands NL,2013
5,92,6513,APIS,Apostle Islands NL,2013
6,102,23334,APIS,Apostle Islands NL,2013
7,102,36425,APIS,Apostle Islands NL,2013
8,102,45600,APIS,Apostle Islands NL,2013
9,92,19422,APIS,Apostle Islands NL,2013
10,72,6504,APIS,Apostle Islands NL,2013
11,72,1829,APIS,Apostle Islands NL,2013
12,82,948,APIS,Apostle Islands NL,2013
1,82,12824,APIS,Apostle Islands NL,2014
2,82,68392,APIS,Apostle Islands NL,2014
3,82,65536,APIS,Apostle Islands NL,2014
4,92,998,APIS,Apostle Islands NL,2014
5,92,7972,APIS,Apostle Islands NL,2014
6,102,21671,APIS,Apostle Islands NL,2014
7,102,31499,APIS,Apostle Islands NL,2014
8,102,49734,APIS,Apostle Islands NL,2014
9,92,19723,APIS,Apostle Islands NL,2014
10,72,8189,APIS,Apostle Islands NL,2014
11,72,2461,APIS,Apostle Islands NL,2014
12,82,1060,APIS,Apostle Islands NL,2014
1,82,1831,APIS,Apostle Islands NL,2015
2,82,9818,APIS,Apostle Islands NL,2015
3,82,35092,APIS,Apostle Islands NL,2015
4,92,2849,APIS,Apostle Islands NL,2015
5,92,5908,APIS,Apostle Islands NL,2015
6,102,23867,APIS,Apostle Islands NL,2015
7,102,53910,APIS,Apostle Islands NL,2015
8,102,58277,APIS,Apostle Islands NL,2015
9,92,26057,APIS,Apostle Islands NL,2015
10,72,10962,APIS,Apostle Islands NL,2015
11,72,2344,APIS,Apostle Islands NL,2015
12,82,1747,APIS,Apostle Islands NL,2015
1,82,1705,APIS,Apostle Islands NL,2016
2,82,1803,APIS,Apostle Islands NL,2016
3,82,2515,APIS,Apostle Islands NL,2016
4,92,2129,APIS,Apostle Islands NL,2016
5,92,9862,APIS,Apostle Islands NL,2016
6,102,25404,APIS,Apostle Islands NL,2016
7,102,41773,APIS,Apostle Islands NL,2016
8,102,56166,APIS,Apostle Islands NL,2016
9,92,26710,APIS,Apostle Islands NL,2016
10,72,12078,APIS,Apostle Islands NL,2016
11,72,2245,APIS,Apostle Islands NL,2016
12,82,1406,APIS,Apostle Islands NL,2016
1,82,1666,APIS,Apostle Islands NL,2017
2,82,2283,APIS,Apostle Islands NL,2017
3,82,2399,APIS,Apostle Islands NL,2017
4,92,4040,APIS,Apostle Islands NL,2017
5,92,10300,APIS,Apostle Islands NL,2017
6,102,25417,APIS,Apostle Islands NL,2017
7,102,59730,APIS,Apostle Islands NL,2017
8,102,51733,APIS,Apostle Islands NL,2017
9,92,27388,APIS,Apostle Islands NL,2017
10,72,14114,APIS,Apostle Islands NL,2017
11,72,2775,APIS,Apostle Islands NL,2017
12,82,1576,APIS,Apostle Islands NL,2017
1,0,3831,APIS,Apostle Islands NL,2018
2,0,4990,APIS,Apostle Islands NL,2018
3,0,3461,APIS,Apostle Islands NL,2018
4,0,4234,APIS,Apostle Islands NL,2018
5,40,16245,APIS,Apostle Islands NL,2018
6,180,33439,APIS,Apostle Islands NL,2018
7,200,64317,APIS,Apostle Islands NL,2018
8,180,66013,APIS,Apostle Islands NL,2018
9,140,34295,APIS,Apostle Islands NL,2018
10,40,14030,APIS,Apostle Islands NL,2018
11,0,3201,APIS,Apostle Islands NL,2018
12,0,4864,APIS,Apostle Islands NL,2018
1,0,0,APIS,Apostle Islands NL,2019
2,0,4424,APIS,Apostle Islands NL,2019
3,0,4602,APIS,Apostle Islands NL,2019
4,0,4311,APIS,Apostle Islands NL,2019
5,50,14080,APIS,Apostle Islands NL,2019
6,370,31904,APIS,Apostle Islands NL,2019
7,886,67657,APIS,Apostle Islands NL,2019
8,560,64711,APIS,Apostle Islands NL,2019
9,150,30468,APIS,Apostle Islands NL,2019
10,0,14045,APIS,Apostle Islands NL,2019
11,0,2537,APIS,Apostle Islands NL,2019
12,0,1874,APIS,Apostle Islands NL,2019
1,0,2630,APIS,Apostle Islands NL,2020
2,0,3961,APIS,Apostle Islands NL,2020
3,0,4947,APIS,Apostle Islands NL,2020
4,0,6646,APIS,Apostle Islands NL,2020
5,0,11925,APIS,Apostle Islands NL,2020
6,0,30027,APIS,Apostle Islands NL,2020
7,0,41565,APIS,Apostle Islands NL,2020
8,0,56793,APIS,Apostle Islands NL,2020
9,0,35324,APIS,Apostle Islands NL,2020
10,0,17647,APIS,Apostle Islands NL,2020
11,0,3881,APIS,Apostle Islands NL,2020
12,0,3663,APIS,Apostle Islands NL,2020
1,0,4861,APIS,Apostle Islands NL,2021
2,0,4868,APIS,Apostle Islands NL,2021
3,0,7540,APIS,Apostle Islands NL,2021
4,0,8450,APIS,Apostle Islands NL,2021
5,0,19702,APIS,Apostle Islands NL,2021
6,0,41006,APIS,Apostle Islands NL,2021
7,0,70863,APIS,Apostle Islands NL,2021
8,0,66137,APIS,Apostle Islands NL,2021
9,0,40685,APIS,Apostle Islands NL,2021
10,0,19932,APIS,Apostle Islands NL,2021
11,0,3993,APIS,Apostle Islands NL,2021
12,0,2924,APIS,Apostle Islands NL,2021
1,0,3943,APIS,Apostle Islands NL,2022
2,0,4933,APIS,Apostle Islands NL,2022
3,0,3956,APIS,Apostle Islands NL,2022
4,0,4456,APIS,Apostle Islands NL,2022
5,0,14980,APIS,Apostle Islands NL,2022
6,0,36570,APIS,Apostle Islands NL,2022
7,0,64711,APIS,Apostle Islands NL,2022
8,0,61946,APIS,Apostle Islands NL,2022
9,0,34720,APIS,Apostle Islands NL,2022
10,0,19142,APIS,Apostle Islands NL,2022
11,0,3128,APIS,Apostle Islands NL,2022
12,0,2467,APIS,Apostle Islands NL,2022
1,0,3448,APIS,Apostle Islands NL,2023
2,0,3322,APIS,Apostle Islands NL,2023
3,0,3605,APIS,Apostle Islands NL,2023
4,0,4510,APIS,Apostle Islands NL,2023
5,0,15009,APIS,Apostle Islands NL,2023
6,0,34673,APIS,Apostle Islands NL,2023
7,0,70104,APIS,Apostle Islands NL,2023
8,0,54644,APIS,Apostle Islands NL,2023
9,0,34416,APIS,Apostle Islands NL,2023
10,0,17717,APIS,Apostle Islands NL,2023
11,0,3270,APIS,Apostle Islands NL,2023
12,0,2449,APIS,Apostle Islands NL,2023
1,0,2748,APIS,Apostle Islands NL,2024
2,0,4213,APIS,Apostle Islands NL,2024
3,0,4576,APIS,Apostle Islands NL,2024
4,0,6386,APIS,Apostle Islands NL,2024
5,0,13296,APIS,Apostle Islands NL,2024
6,0,35758,APIS,Apostle Islands NL,2024
1,1572,14820,BADL,Badlands NP,2007
2,1572,7448,BADL,Badlands NP,2007
3,1572,15319,BADL,Badlands NP,2007
4,1572,24350,BADL,Badlands NP,2007
5,1572,68211,BADL,Badlands NP,2007
6,1572,177612,BADL,Badlands NP,2007
7,1572,217962,BADL,Badlands NP,2007
8,1572,201031,BADL,Badlands NP,2007
9,1572,95505,BADL,Badlands NP,2007
10,1572,42105,BADL,Badlands NP,2007
11,1572,14174,BADL,Badlands NP,2007
12,1572,8117,BADL,Badlands NP,2007
1,1572,7836,BADL,Badlands NP,2008
2,1572,7351,BADL,Badlands NP,2008
3,1572,13937,BADL,Badlands NP,2008
4,1572,19620,BADL,Badlands NP,2008
5,1572,62637,BADL,Badlands NP,2008
6,1572,169249,BADL,Badlands NP,2008
7,1572,216713,BADL,Badlands NP,2008
8,1572,201226,BADL,Badlands NP,2008
9,1572,94323,BADL,Badlands NP,2008
10,1572,36505,BADL,Badlands NP,2008
11,1572,9329,BADL,Badlands NP,2008
12,1572,7008,BADL,Badlands NP,2008
1,1572,7332,BADL,Badlands NP,2009
2,1572,7639,BADL,Badlands NP,2009
3,1572,11875,BADL,Badlands NP,2009
4,1572,25911,BADL,Badlands NP,2009
5,1572,69831,BADL,Badlands NP,2009
6,1572,189139,BADL,Badlands NP,2009
7,1572,249779,BADL,Badlands NP,2009
8,1572,215299,BADL,Badlands NP,2009
9,1572,105471,BADL,Badlands NP,2009
10,1572,32610,BADL,Badlands NP,2009
11,1572,12886,BADL,Badlands NP,2009
12,1572,6146,BADL,Badlands NP,2009
1,1572,6696,BADL,Badlands NP,2010
2,1572,6722,BADL,Badlands NP,2010
3,1572,7752,BADL,Badlands NP,2010
4,1572,23423,BADL,Badlands NP,2010
5,1572,71909,BADL,Badlands NP,2010
6,1572,192904,BADL,Badlands NP,2010
7,1572,238189,BADL,Badlands NP,2010
8,1572,230914,BADL,Badlands NP,2010
9,1572,130822,BADL,Badlands NP,2010
10,1572,46929,BADL,Badlands NP,2010
11,1572,13368,BADL,Badlands NP,2010
12,1572,8150,BADL,Badlands NP,2010
1,1572,6646,BADL,Badlands NP,2011
2,1572,6818,BADL,Badlands NP,2011
3,1572,16375,BADL,Badlands NP,2011
4,1572,20652,BADL,Badlands NP,2011
5,1572,58637,BADL,Badlands NP,2011
6,1572,169056,BADL,Badlands NP,2011
7,1572,217178,BADL,Badlands NP,2011
8,1572,188638,BADL,Badlands NP,2011
9,1572,116187,BADL,Badlands NP,2011
10,1572,40910,BADL,Badlands NP,2011
11,1572,17133,BADL,Badlands NP,2011
12,1572,12511,BADL,Badlands NP,2011
1,1572,9660,BADL,Badlands NP,2012
2,1572,10908,BADL,Badlands NP,2012
3,1572,22784,BADL,Badlands NP,2012
4,1572,31658,BADL,Badlands NP,2012
5,1572,72568,BADL,Badlands NP,2012
6,1572,162676,BADL,Badlands NP,2012
7,1572,209064,BADL,Badlands NP,2012
8,1572,189830,BADL,Badlands NP,2012
9,1572,103606,BADL,Badlands NP,2012
10,1572,40449,BADL,Badlands NP,2012
11,1572,17791,BADL,Badlands NP,2012
12,1572,12412,BADL,Badlands NP,2012
1,2242,11882,BADL,Badlands NP,2013
2,2036,11033,BADL,Badlands NP,2013
3,2396,18258,BADL,Badlands NP,2013
4,3027,20750,BADL,Badlands NP,2013
5,6434,65043,BADL,Badlands NP,2013
6,7809,177507,BADL,Badlands NP,2013
7,8318,225096,BADL,Badlands NP,2013
8,8702,208579,BADL,Badlands NP,2013
9,6504,104029,BADL,Badlands NP,2013
10,3404,25530,BADL,Badlands NP,2013
11,2642,16663,BADL,Badlands NP,2013
12,2190,8002,BADL,Badlands NP,2013
1,1790,9548,BADL,Badlands NP,2014
2,2055,8671,BADL,Badlands NP,2014
3,2391,15898,BADL,Badlands NP,2014
4,3500,25054,BADL,Badlands NP,2014
5,6246,63131,BADL,Badlands NP,2014
6,7612,168011,BADL,Badlands NP,2014
7,9416,210370,BADL,Badlands NP,2014
8,9202,208807,BADL,Badlands NP,2014
9,6837,96882,BADL,Badlands NP,2014
10,4616,36929,BADL,Badlands NP,2014
11,3120,13973,BADL,Badlands NP,2014
12,3106,10820,BADL,Badlands NP,2014
1,2979,10414,BADL,Badlands NP,2015
2,1978,10942,BADL,Badlands NP,2015
3,2482,21924,BADL,Badlands NP,2015
4,3070,27193,BADL,Badlands NP,2015
5,6296,68239,BADL,Badlands NP,2015
6,8836,191593,BADL,Badlands NP,2015
7,10198,245400,BADL,Badlands NP,2015
8,10898,231866,BADL,Badlands NP,2015
9,7330,117724,BADL,Badlands NP,2015
10,5134,34498,BADL,Badlands NP,2015
11,3616,16771,BADL,Badlands NP,2015
12,3094,12790,BADL,Badlands NP,2015
1,2816,10826,BADL,Badlands NP,2016
2,3268,10921,BADL,Badlands NP,2016
3,3940,20501,BADL,Badlands NP,2016
4,5001,22812,BADL,Badlands NP,2016
5,7222,78863,BADL,Badlands NP,2016
6,9220,196209,BADL,Badlands NP,2016
7,10110,249194,BADL,Badlands NP,2016
8,9332,217071,BADL,Badlands NP,2016
9,7568,129350,BADL,Badlands NP,2016
10,5348,33380,BADL,Badlands NP,2016
11,3622,17970,BADL,Badlands NP,2016
12,3274,9166,BADL,Badlands NP,2016
1,3136,10380,BADL,Badlands NP,2017
2,2772,11149,BADL,Badlands NP,2017
3,3932,21498,BADL,Badlands NP,2017
4,4592,23166,BADL,Badlands NP,2017
5,6834,85967,BADL,Badlands NP,2017
6,8738,213966,BADL,Badlands NP,2017
7,9216,263506,BADL,Badlands NP,2017
8,9160,237125,BADL,Badlands NP,2017
9,7302,127598,BADL,Badlands NP,2017
10,5631,33426,BADL,Badlands NP,2017
11,3942,16807,BADL,Badlands NP,2017
12,2204,9737,BADL,Badlands NP,2017
1,2738,10610,BADL,Badlands NP,2018
2,3018,9456,BADL,Badlands NP,2018
3,3466,16616,BADL,Badlands NP,2018
4,4564,21343,BADL,Badlands NP,2018
5,13708,84527,BADL,Badlands NP,2018
6,28446,208645,BADL,Badlands NP,2018
7,9465,263863,BADL,Badlands NP,2018
8,9222,217350,BADL,Badlands NP,2018
9,18316,116826,BADL,Badlands NP,2018
10,7198,33527,BADL,Badlands NP,2018
11,2764,16442,BADL,Badlands NP,2018
12,2204,9737,BADL,Badlands NP,2018
1,2066,8981,BADL,Badlands NP,2019
2,1976,8059,BADL,Badlands NP,2019
3,2486,16517,BADL,Badlands NP,2019
4,3070,25083,BADL,Badlands NP,2019
5,6280,71885,BADL,Badlands NP,2019
6,7780,201516,BADL,Badlands NP,2019
7,8230,250898,BADL,Badlands NP,2019
8,8530,207743,BADL,Badlands NP,2019
9,6806,118262,BADL,Badlands NP,2019
10,4030,37727,BADL,Badlands NP,2019
11,2530,15450,BADL,Badlands NP,2019
12,2200,8877,BADL,Badlands NP,2019
1,2066,10145,BADL,Badlands NP,2020
2,1976,9979,BADL,Badlands NP,2020
3,2486,17183,BADL,Badlands NP,2020
4,3070,17290,BADL,Badlands NP,2020
5,6280,55637,BADL,Badlands NP,2020
6,7780,167784,BADL,Badlands NP,2020
7,8230,238875,BADL,Badlands NP,2020
8,8530,220523,BADL,Badlands NP,2020
9,6806,109186,BADL,Badlands NP,2020
10,4030,40508,BADL,Badlands NP,2020
11,2530,18926,BADL,Badlands NP,2020
12,2200,10896,BADL,Badlands NP,2020
1,2066,14899,BADL,Badlands NP,2021
2,1976,11350,BADL,Badlands NP,2021
3,2486,28182,BADL,Badlands NP,2021
4,3070,42749,BADL,Badlands NP,2021
5,6280,109764,BADL,Badlands NP,2021
6,7780,256041,BADL,Badlands NP,2021
7,8230,288004,BADL,Badlands NP,2021
8,8530,236282,BADL,Badlands NP,2021
9,6806,138477,BADL,Badlands NP,2021
10,4030,66941,BADL,Badlands NP,2021
11,2530,23432,BADL,Badlands NP,2021
12,2200,8105,BADL,Badlands NP,2021
1,2066,12671,BADL,Badlands NP,2022
2,1976,12866,BADL,Badlands NP,2022
3,2486,25276,BADL,Badlands NP,2022
4,3070,34943,BADL,Badlands NP,2022
5,6280,98542,BADL,Badlands NP,2022
6,7780,204969,BADL,Badlands NP,2022
7,8230,224054,BADL,Badlands NP,2022
8,8530,184816,BADL,Badlands NP,2022
9,6806,121571,BADL,Badlands NP,2022
10,4030,61115,BADL,Badlands NP,2022
11,2530,19720,BADL,Badlands NP,2022
