Month,NonRecreationVisitors,RecreationVisitors,UnitCode,UnitName,Year
12,0,1021,FLFO,Florissant Fossil Beds NM,2015
1,0,1505,FLFO,Florissant Fossil Beds NM,2016
2,0,1841,FLFO,Florissant Fossil Beds NM,2016
3,0,2351,FLFO,Florissant Fossil Beds NM,2016
4,0,3210,FLFO,Florissant Fossil Beds NM,2016
5,0,7041,FLFO,Florissant Fossil Beds NM,2016
6,0,10716,FLFO,Florissant Fossil Beds NM,2016
7,0,13838,FLFO,Florissant Fossil Beds NM,2016
8,0,12325,FLFO,Florissant Fossil Beds NM,2016
9,0,9854,FLFO,Florissant Fossil Beds NM,2016
10,0,6431,FLFO,Florissant Fossil Beds NM,2016
11,0,2921,FLFO,Florissant Fossil Beds NM,2016
12,0,1531,FLFO,Florissant Fossil Beds NM,2016
1,0,1166,FLFO,Florissant Fossil Beds NM,2017
2,0,2121,FLFO,Florissant Fossil Beds NM,2017
3,0,2128,FLFO,Florissant Fossil Beds NM,2017
4,0,3156,FLFO,Florissant Fossil Beds NM,2017
5,0,6404,FLFO,Florissant Fossil Beds NM,2017
6,0,10452,FLFO,Florissant Fossil Beds NM,2017
7,0,14275,FLFO,Florissant Fossil Beds NM,2017
8,0,12268,FLFO,Florissant Fossil Beds NM,2017
9,0,8560,FLFO,Florissant Fossil Beds NM,2017
10,0,6172,FLFO,Florissant Fossil Beds NM,2017
11,0,2900,FLFO,Florissant Fossil Beds NM,2017
12,0,2161,FLFO,Florissant Fossil Beds NM,2017
1,0,2209,FLFO,Florissant Fossil Beds NM,2018
2,0,2044,FLFO,Florissant Fossil Beds NM,2018
3,0,3635,FLFO,Florissant Fossil Beds NM,2018
4,0,3472,FLFO,Florissant Fossil Beds NM,2018
5,0,7308,FLFO,Florissant Fossil Beds NM,2018
6,0,13376,FLFO,Florissant Fossil Beds NM,2018
7,0,15295,FLFO,Florissant Fossil Beds NM,2018
8,0,13921,FLFO,Florissant Fossil Beds NM,2018
9,0,11464,FLFO,Florissant Fossil Beds NM,2018
10,0,5808,FLFO,Florissant Fossil Beds NM,2018
11,0,749,FLFO,Florissant Fossil Beds NM,2018
12,0,287,FLFO,Florissant Fossil Beds NM,2018
1,0,296,FLFO,Florissant Fossil Beds NM,2019
2,0,1888,FLFO,Florissant Fossil Beds NM,2019
3,0,2945,FLFO,Florissant Fossil Beds NM,2019
4,0,4272,FLFO,Florissant Fossil Beds NM,2019
5,0,7647,FLFO,Florissant Fossil Beds NM,2019
6,0,12744,FLFO,Florissant Fossil Beds NM,2019
7,0,14114,FLFO,Florissant Fossil Beds NM,2019
8,0,12295,FLFO,Florissant Fossil Beds NM,2019
9,0,10789,FLFO,Florissant Fossil Beds NM,2019
10,0,6340,FLFO,Florissant Fossil Beds NM,2019
11,0,2590,FLFO,Florissant Fossil Beds NM,2019
12,0,1420,FLFO,Florissant Fossil Beds NM,2019
1,0,1878,FLFO,Florissant Fossil Beds NM,2020
2,0,1595,FLFO,Florissant Fossil Beds NM,2020
3,0,2108,FLFO,Florissant Fossil Beds NM,2020
4,0,339,FLFO,Florissant Fossil Beds NM,2020
5,0,570,FLFO,Florissant Fossil Beds NM,2020
6,0,7590,FLFO,Florissant Fossil Beds NM,2020
7,0,14803,FLFO,Florissant Fossil Beds NM,2020
8,0,11824,FLFO,Florissant Fossil Beds NM,2020
9,0,9822,FLFO,Florissant Fossil Beds NM,2020
10,0,5542,FLFO,Florissant Fossil Beds NM,2020
11,0,3115,FLFO,Florissant Fossil Beds NM,2020
12,0,1895,FLFO,Florissant Fossil Beds NM,2020
1,0,2308,FLFO,Florissant Fossil Beds NM,2021
2,0,1640,FLFO,Florissant Fossil Beds NM,2021
3,0,2270,FLFO,Florissant Fossil Beds NM,2021
4,0,3898,FLFO,Florissant Fossil Beds NM,2021
5,0,6318,FLFO,Florissant Fossil Beds NM,2021
6,0,11408,FLFO,Florissant Fossil Beds NM,2021
7,0,14348,FLFO,Florissant Fossil Beds NM,2021
8,0,11250,FLFO,Florissant Fossil Beds NM,2021
9,0,9430,FLFO,Florissant Fossil Beds NM,2021
10,0,7038,FLFO,Florissant Fossil Beds NM,2021
11,0,3108,FLFO,Florissant Fossil Beds NM,2021
12,0,2112,FLFO,Florissant Fossil Beds NM,2021
1,0,1920,FLFO,Florissant Fossil Beds NM,2022
2,0,1875,FLFO,Florissant Fossil Beds NM,2022
3,0,2868,FLFO,Florissant Fossil Beds NM,2022
4,0,4355,FLFO,Florissant Fossil Beds NM,2022
5,0,5992,FLFO,Florissant Fossil Beds NM,2022
6,0,9720,FLFO,Florissant Fossil Beds NM,2022
7,0,12418,FLFO,Florissant Fossil Beds NM,2022
8,0,8732,FLFO,Florissant Fossil Beds NM,2022
9,0,9650,FLFO,Florissant Fossil Beds NM,2022
10,0,5642,FLFO,Florissant Fossil Beds NM,2022
11,0,2190,FLFO,Florissant Fossil Beds NM,2022
12,0,1812,FLFO,Florissant Fossil Beds NM,2022
1,0,1768,FLFO,Florissant Fossil Beds NM,2023
2,0,1998,FLFO,Florissant Fossil Beds NM,2023
3,0,2975,FLFO,Florissant Fossil Beds NM,2023
4,0,3480,FLFO,Florissant Fossil Beds NM,2023
5,0,6212,FLFO,Florissant Fossil Beds NM,2023
6,0,12128,FLFO,Florissant Fossil Beds NM,2023
7,0,3848,FLFO,Florissant Fossil Beds NM,2023
8,0,4135,FLFO,Florissant Fossil Beds NM,2023
9,0,17470,FLFO,Florissant Fossil Beds NM,2023
10,0,6785,FLFO,Florissant Fossil Beds NM,2023
11,0,1775,FLFO,Florissant Fossil Beds NM,2023
12,0,1165,FLFO,Florissant Fossil Beds NM,2023
1,0,739,FLFO,Florissant Fossil Beds NM,2024
2,0,1620,FLFO,Florissant Fossil Beds NM,2024
3,0,2215,FLFO,Florissant Fossil Beds NM,2024
4,0,3036,FLFO,Florissant Fossil Beds NM,2024
5,0,8028,FLFO,Florissant Fossil Beds NM,2024
6,0,11683,FLFO,Florissant Fossil Beds NM,2024
1,2400,16084,FOPU,Fort Pulaski NM,2007
2,2400,19745,FOPU,Fort Pulaski NM,2007
3,2400,24514,FOPU,Fort Pulaski NM,2007
4,2400,33793,FOPU,Fort Pulaski NM,2007
5,2400,31621,FOPU,Fort Pulaski NM,2007
6,2400,33633,FOPU,Fort Pulaski NM,2007
7,2400,33913,FOPU,Fort Pulaski NM,2007
8,2400,27203,FOPU,Fort Pulaski NM,2007
9,2400,29203,FOPU,Fort Pulaski NM,2007
10,2400,28923,FOPU,Fort Pulaski NM,2007
11,2400,20313,FOPU,Fort Pulaski NM,2007
12,2400,18404,FOPU,Fort Pulaski NM,2007
1,1623,19301,FOPU,Fort Pulaski NM,2008
2,1623,25082,FOPU,Fort Pulaski NM,2008
3,1623,37573,FOPU,Fort Pulaski NM,2008
4,1623,37176,FOPU,Fort Pulaski NM,2008
5,1623,36225,FOPU,Fort Pulaski NM,2008
6,1623,36833,FOPU,Fort Pulaski NM,2008
7,1623,33698,FOPU,Fort Pulaski NM,2008
8,1623,27925,FOPU,Fort Pulaski NM,2008
9,1623,26957,FOPU,Fort Pulaski NM,2008
10,1623,28297,FOPU,Fort Pulaski NM,2008
11,1623,21427,FOPU,Fort Pulaski NM,2008
12,1623,22142,FOPU,Fort Pulaski NM,2008
1,1623,20398,FOPU,Fort Pulaski NM,2009
2,1623,24976,FOPU,Fort Pulaski NM,2009
3,1623,37517,FOPU,Fort Pulaski NM,2009
4,1623,46371,FOPU,Fort Pulaski NM,2009
5,1623,44994,FOPU,Fort Pulaski NM,2009
6,1623,47576,FOPU,Fort Pulaski NM,2009
7,1623,49404,FOPU,Fort Pulaski NM,2009
8,1623,33295,FOPU,Fort Pulaski NM,2009
9,1623,35502,FOPU,Fort Pulaski NM,2009
10,1623,35703,FOPU,Fort Pulaski NM,2009
11,1623,37007,FOPU,Fort Pulaski NM,2009
12,1623,22918,FOPU,Fort Pulaski NM,2009
1,1623,20961,FOPU,Fort Pulaski NM,2010
2,1623,24173,FOPU,Fort Pulaski NM,2010
3,1623,38009,FOPU,Fort Pulaski NM,2010
4,1623,41959,FOPU,Fort Pulaski NM,2010
5,1623,38691,FOPU,Fort Pulaski NM,2010
6,1623,43070,FOPU,Fort Pulaski NM,2010
7,1623,47048,FOPU,Fort Pulaski NM,2010
8,1623,38063,FOPU,Fort Pulaski NM,2010
9,1623,37010,FOPU,Fort Pulaski NM,2010
10,1623,34562,FOPU,Fort Pulaski NM,2010
11,1623,32169,FOPU,Fort Pulaski NM,2010
12,1623,20577,FOPU,Fort Pulaski NM,2010
1,1623,21183,FOPU,Fort Pulaski NM,2011
2,1623,23621,FOPU,Fort Pulaski NM,2011
3,1623,36404,FOPU,Fort Pulaski NM,2011
4,1623,39494,FOPU,Fort Pulaski NM,2011
5,1623,43960,FOPU,Fort Pulaski NM,2011
6,1623,43420,FOPU,Fort Pulaski NM,2011
7,1623,45083,FOPU,Fort Pulaski NM,2011
8,1623,32501,FOPU,Fort Pulaski NM,2011
9,1623,36533,FOPU,Fort Pulaski NM,2011
10,1623,33657,FOPU,Fort Pulaski NM,2011
11,1623,29047,FOPU,Fort Pulaski NM,2011
12,1623,23201,FOPU,Fort Pulaski NM,2011
1,1623,21767,FOPU,Fort Pulaski NM,2012
2,1623,21018,FOPU,Fort Pulaski NM,2012
3,1623,36613,FOPU,Fort Pulaski NM,2012
4,1623,45494,FOPU,Fort Pulaski NM,2012
5,1623,41971,FOPU,Fort Pulaski NM,2012
6,1623,40746,FOPU,Fort Pulaski NM,2012
7,1623,41675,FOPU,Fort Pulaski NM,2012
8,1623,30678,FOPU,Fort Pulaski NM,2012
9,1623,29823,FOPU,Fort Pulaski NM,2012
10,1623,31736,FOPU,Fort Pulaski NM,2012
11,1623,24234,FOPU,Fort Pulaski NM,2012
12,1623,19996,FOPU,Fort Pulaski NM,2012
1,1623,25228,FOPU,Fort Pulaski NM,2013
2,1623,19965,FOPU,Fort Pulaski NM,2013
3,1623,35882,FOPU,Fort Pulaski NM,2013
4,1623,38255,FOPU,Fort Pulaski NM,2013
5,1623,32571,FOPU,Fort Pulaski NM,2013
6,1623,39041,FOPU,Fort Pulaski NM,2013
7,1623,42092,FOPU,Fort Pulaski NM,2013
8,1623,36250,FOPU,Fort Pulaski NM,2013
9,1623,33150,FOPU,Fort Pulaski NM,2013
10,1623,27059,FOPU,Fort Pulaski NM,2013
11,1623,24295,FOPU,Fort Pulaski NM,2013
12,1623,20620,FOPU,Fort Pulaski NM,2013
1,1623,18690,FOPU,Fort Pulaski NM,2014
2,1623,21584,FOPU,Fort Pulaski NM,2014
3,1623,38338,FOPU,Fort Pulaski NM,2014
4,1623,39075,FOPU,Fort Pulaski NM,2014
5,1623,39882,FOPU,Fort Pulaski NM,2014
6,1623,36460,FOPU,Fort Pulaski NM,2014
7,1623,42962,FOPU,Fort Pulaski NM,2014
8,1623,36829,FOPU,Fort Pulaski NM,2014
9,1623,30592,FOPU,Fort Pulaski NM,2014
10,1623,34780,FOPU,Fort Pulaski NM,2014
11,1623,25730,FOPU,Fort Pulaski NM,2014
12,1623,22088,FOPU,Fort Pulaski NM,2014
1,1623,23975,FOPU,Fort Pulaski NM,2015
2,1623,24946,FOPU,Fort Pulaski NM,2015
3,1623,36772,FOPU,Fort Pulaski NM,2015
4,1623,38905,FOPU,Fort Pulaski NM,2015
5,1623,47074,FOPU,Fort Pulaski NM,2015
6,1623,34390,FOPU,Fort Pulaski NM,2015
7,1623,38848,FOPU,Fort Pulaski NM,2015
8,1623,28049,FOPU,Fort Pulaski NM,2015
9,1623,29499,FOPU,Fort Pulaski NM,2015
10,1623,31487,FOPU,Fort Pulaski NM,2015
11,1623,23998,FOPU,Fort Pulaski NM,2015
12,1623,25002,FOPU,Fort Pulaski NM,2015
1,1623,22610,FOPU,Fort Pulaski NM,2016
2,1623,25969,FOPU,Fort Pulaski NM,2016
3,1623,39306,FOPU,Fort Pulaski NM,2016
4,1623,40532,FOPU,Fort Pulaski NM,2016
5,1623,34890,FOPU,Fort Pulaski NM,2016
6,1623,38345,FOPU,Fort Pulaski NM,2016
7,1623,37673,FOPU,Fort Pulaski NM,2016
8,1623,29498,FOPU,Fort Pulaski NM,2016
9,1623,27233,FOPU,Fort Pulaski NM,2016
10,1623,9133,FOPU,Fort Pulaski NM,2016
11,1623,21700,FOPU,Fort Pulaski NM,2016
12,1623,18032,FOPU,Fort Pulaski NM,2016
1,1623,20189,FOPU,Fort Pulaski NM,2017
2,1623,28023,FOPU,Fort Pulaski NM,2017
3,1623,32796,FOPU,Fort Pulaski NM,2017
4,1623,41391,FOPU,Fort Pulaski NM,2017
5,1623,40355,FOPU,Fort Pulaski NM,2017
6,1623,27684,FOPU,Fort Pulaski NM,2017
7,1623,38159,FOPU,Fort Pulaski NM,2017
8,1623,38233,FOPU,Fort Pulaski NM,2017
9,1623,3258,FOPU,Fort Pulaski NM,2017
10,1623,29613,FOPU,Fort Pulaski NM,2017
11,1623,30911,FOPU,Fort Pulaski NM,2017
12,1623,29979,FOPU,Fort Pulaski NM,2017
1,1623,27645,FOPU,Fort Pulaski NM,2018
2,1623,33893,FOPU,Fort Pulaski NM,2018
3,1623,41666,FOPU,Fort Pulaski NM,2018
4,1623,41264,FOPU,Fort Pulaski NM,2018
5,1623,41153,FOPU,Fort Pulaski NM,2018
6,1623,41304,FOPU,Fort Pulaski NM,2018
7,1623,51327,FOPU,Fort Pulaski NM,2018
8,1623,35339,FOPU,Fort Pulaski NM,2018
9,1623,28427,FOPU,Fort Pulaski NM,2018
10,1623,31352,FOPU,Fort Pulaski NM,2018
11,1623,29296,FOPU,Fort Pulaski NM,2018
12,1623,17264,FOPU,Fort Pulaski NM,2018
1,1623,8812,FOPU,Fort Pulaski NM,2019
2,1623,28565,FOPU,Fort Pulaski NM,2019
3,1623,21449,FOPU,Fort Pulaski NM,2019
4,1623,42515,FOPU,Fort Pulaski NM,2019
5,1623,40183,FOPU,Fort Pulaski NM,2019
6,1623,37945,FOPU,Fort Pulaski NM,2019
7,1623,43460,FOPU,Fort Pulaski NM,2019
8,1623,33792,FOPU,Fort Pulaski NM,2019
9,1623,26312,FOPU,Fort Pulaski NM,2019
10,1623,35340,FOPU,Fort Pulaski NM,2019
11,1623,30177,FOPU,Fort Pulaski NM,2019
12,1623,25740,FOPU,Fort Pulaski NM,2019
1,1623,32168,FOPU,Fort Pulaski NM,2020
2,1623,34456,FOPU,Fort Pulaski NM,2020
3,1623,34863,FOPU,Fort Pulaski NM,2020
4,1623,23734,FOPU,Fort Pulaski NM,2020
5,1623,24715,FOPU,Fort Pulaski NM,2020
6,1623,25466,FOPU,Fort Pulaski NM,2020
7,1623,29057,FOPU,Fort Pulaski NM,2020
8,1623,26878,FOPU,Fort Pulaski NM,2020
9,1623,30792,FOPU,Fort Pulaski NM,2020
10,1623,33268,FOPU,Fort Pulaski NM,2020
11,1623,31915,FOPU,Fort Pulaski NM,2020
12,1623,30658,FOPU,Fort Pulaski NM,2020
1,1623,26369,FOPU,Fort Pulaski NM,2021
2,1623,26394,FOPU,Fort Pulaski NM,2021
3,1623,40900,FOPU,Fort Pulaski NM,2021
4,1623,44098,FOPU,Fort Pulaski NM,2021
5,1623,41217,FOPU,Fort Pulaski NM,2021
6,1623,40982,FOPU,Fort Pulaski NM,2021
7,1623,39262,FOPU,Fort Pulaski NM,2021
8,1623,28494,FOPU,Fort Pulaski NM,2021
9,1623,31798,FOPU,Fort Pulaski NM,2021
10,1623,35824,FOPU,Fort Pulaski NM,2021
11,1623,31870,FOPU,Fort Pulaski NM,2021
12,1623,32272,FOPU,Fort Pulaski NM,2021
1,5779,35960,FOPU,Fort Pulaski NM,2022
2,4800,38244,FOPU,Fort Pulaski NM,2022
3,4982,47820,FOPU,Fort Pulaski NM,2022
4,5629,42930,FOPU,Fort Pulaski NM,2022
5,7148,46018,FOPU,Fort Pulaski NM,2022
6,7496,43948,FOPU,Fort Pulaski NM,2022
7,6874,42310,FOPU,Fort Pulaski NM,2022
8,6625,36636,FOPU,Fort Pulaski NM,2022
9,5880,32786,FOPU,Fort Pulaski NM,2022
10,6838,39269,FOPU,Fort Pulaski NM,2022
11,6369,32890,FOPU,Fort Pulaski NM,2022
12,6102,32266,FOPU,Fort Pulaski NM,2022
1,6073,31952,FOPU,Fort Pulaski NM,2023
2,6472,40312,FOPU,Fort Pulaski NM,2023
3,8118,46078,FOPU,Fort Pulaski NM,2023
4,8269,41206,FOPU,Fort Pulaski NM,2023
5,7650,41921,FOPU,Fort Pulaski NM,2023
6,7605,40160,FOPU,Fort Pulaski NM,2023
7,7126,43026,FOPU,Fort Pulaski NM,2023
8,5906,33876,FOPU,Fort Pulaski NM,2023
9,5890,34984,FOPU,Fort Pulaski NM,2023
10,5343,36750,FOPU,Fort Pulaski NM,2023
11,4534,30378,FOPU,Fort Pulaski NM,2023
12,4405,27404,FOPU,Fort Pulaski NM,2023
1,3864,25910,FOPU,Fort Pulaski NM,2024
2,3553,32964,FOPU,Fort Pulaski NM,2024
3,4068,38792,FOPU,Fort Pulaski NM,2024
4,4270,35210,FOPU,Fort Pulaski NM,2024
5,4388,31721,FOPU,Fort Pulaski NM,2024
6,4698,36682,FOPU,Fort Pulaski NM,2024
1,0,20129,FOVA,Fort Vancouver NHS,2007
2,0,29457,FOVA,Fort Vancouver NHS,2007
3,0,71876,FOVA,Fort Vancouver NHS,2007
4,0,50504,FOVA,Fort Vancouver NHS,2007
5,0,71368,FOVA,Fort Vancouver NHS,2007
6,0,59512,FOVA,Fort Vancouver NHS,2007
7,0,141362,FOVA,Fort Vancouver NHS,2007
8,0,69670,FOVA,Fort Vancouver NHS,2007
9,0,72448,FOVA,Fort Vancouver NHS,2007
10,0,39837,FOVA,Fort Vancouver NHS,2007
11,0,31761,FOVA,Fort Vancouver NHS,2007
12,0,24721,FOVA,Fort Vancouver NHS,2007
1,0,35040,FOVA,Fort Vancouver NHS,2008
2,0,49832,FOVA,Fort Vancouver NHS,2008
3,0,63196,FOVA,Fort Vancouver NHS,2008
4,0,78053,FOVA,Fort Vancouver NHS,2008
5,0,69205,FOVA,Fort Vancouver NHS,2008
6,0,97602,FOVA,Fort Vancouver NHS,2008
7,0,167524,FOVA,Fort Vancouver NHS,2008
8,0,77758,FOVA,Fort Vancouver NHS,2008
9,0,92372,FOVA,Fort Vancouver NHS,2008
10,0,71771,FOVA,Fort Vancouver NHS,2008
11,0,43277,FOVA,Fort Vancouver NHS,2008
12,0,48787,FOVA,Fort Vancouver NHS,2008
1,0,50049,FOVA,Fort Vancouver NHS,2009
2,0,39759,FOVA,Fort Vancouver NHS,2009
3,0,76754,FOVA,Fort Vancouver NHS,2009
4,0,102961,FOVA,Fort Vancouver NHS,2009
5,0,91233,FOVA,Fort Vancouver NHS,2009
6,0,107825,FOVA,Fort Vancouver NHS,2009
7,0,187871,FOVA,Fort Vancouver NHS,2009
8,0,92245,FOVA,Fort Vancouver NHS,2009
9,0,102649,FOVA,Fort Vancouver NHS,2009
10,0,74000,FOVA,Fort Vancouver NHS,2009
11,0,59883,FOVA,Fort Vancouver NHS,2009
12,0,32097,FOVA,Fort Vancouver NHS,2009
1,0,70133,FOVA,Fort Vancouver NHS,2010
2,0,55345,FOVA,Fort Vancouver NHS,2010
3,0,88789,FOVA,Fort Vancouver NHS,2010
4,0,64951,FOVA,Fort Vancouver NHS,2010
5,0,35771,FOVA,Fort Vancouver NHS,2010
6,0,89073,FOVA,Fort Vancouver NHS,2010
7,0,119736,FOVA,Fort Vancouver NHS,2010
8,0,83298,FOVA,Fort Vancouver NHS,2010
9,0,67538,FOVA,Fort Vancouver NHS,2010
10,0,48668,FOVA,Fort Vancouver NHS,2010
11,0,35149,FOVA,Fort Vancouver NHS,2010
12,0,28538,FOVA,Fort Vancouver NHS,2010
1,0,33677,FOVA,Fort Vancouver NHS,2011
2,0,32422,FOVA,Fort Vancouver NHS,2011
3,0,40251,FOVA,Fort Vancouver NHS,2011
4,0,46125,FOVA,Fort Vancouver NHS,2011
5,0,56504,FOVA,Fort Vancouver NHS,2011
6,0,70626,FOVA,Fort Vancouver NHS,2011
7,0,123956,FOVA,Fort Vancouver NHS,2011
8,0,91878,FOVA,Fort Vancouver NHS,2011
9,0,72382,FOVA,Fort Vancouver NHS,2011
10,0,30567,FOVA,Fort Vancouver NHS,2011
11,0,87866,FOVA,Fort Vancouver NHS,2011
12,0,24185,FOVA,Fort Vancouver NHS,2011
1,0,59973,FOVA,Fort Vancouver NHS,2012
2,0,31865,FOVA,Fort Vancouver NHS,2012
3,0,70009,FOVA,Fort Vancouver NHS,2012
4,0,34219,FOVA,Fort Vancouver NHS,2012
5,0,64926,FOVA,Fort Vancouver NHS,2012
6,0,73643,FOVA,Fort Vancouver NHS,2012
7,0,97326,FOVA,Fort Vancouver NHS,2012
8,0,52922,FOVA,Fort Vancouver NHS,2012
9,0,45980,FOVA,Fort Vancouver NHS,2012
10,0,43381,FOVA,Fort Vancouver NHS,2012
11,0,75555,FOVA,Fort Vancouver NHS,2012
12,0,31605,FOVA,Fort Vancouver NHS,2012
1,0,37620,FOVA,Fort Vancouver NHS,2013
2,0,50508,FOVA,Fort Vancouver NHS,2013
3,0,47474,FOVA,Fort Vancouver NHS,2013
4,0,46930,FOVA,Fort Vancouver NHS,2013
5,0,79058,FOVA,Fort Vancouver NHS,2013
6,0,95871,FOVA,Fort Vancouver NHS,2013
7,0,133427,FOVA,Fort Vancouver NHS,2013
8,0,109414,FOVA,Fort Vancouver NHS,2013
9,0,68343,FOVA,Fort Vancouver NHS,2013
10,0,20794,FOVA,Fort Vancouver NHS,2013
11,0,18084,FOVA,Fort Vancouver NHS,2013
12,0,26017,FOVA,Fort Vancouver NHS,2013
1,0,35212,FOVA,Fort Vancouver NHS,2014
2,0,28263,FOVA,Fort Vancouver NHS,2014
3,0,27199,FOVA,Fort Vancouver NHS,2014
4,0,31038,FOVA,Fort Vancouver NHS,2014
5,0,77259,FOVA,Fort Vancouver NHS,2014
6,0,79003,FOVA,Fort Vancouver NHS,2014
7,0,147334,FOVA,Fort Vancouver NHS,2014
8,0,145240,FOVA,Fort Vancouver NHS,2014
9,0,73767,FOVA,Fort Vancouver NHS,2014
10,0,48081,FOVA,Fort Vancouver NHS,2014
11,0,65558,FOVA,Fort Vancouver NHS,2014
12,0,45786,FOVA,Fort Vancouver NHS,2014
1,0,63005,FOVA,Fort Vancouver NHS,2015
2,0,53069,FOVA,Fort Vancouver NHS,2015
3,0,30432,FOVA,Fort Vancouver NHS,2015
4,0,52422,FOVA,Fort Vancouver NHS,2015
5,0,88314,FOVA,Fort Vancouver NHS,2015
6,0,151483,FOVA,Fort Vancouver NHS,2015
7,0,125948,FOVA,Fort Vancouver NHS,2015
8,0,80012,FOVA,Fort Vancouver NHS,2015
9,0,57072,FOVA,Fort Vancouver NHS,2015
10,0,44590,FOVA,Fort Vancouver NHS,2015
11,0,35703,FOVA,Fort Vancouver NHS,2015
12,0,36622,FOVA,Fort Vancouver NHS,2015
1,0,35285,FOVA,Fort Vancouver NHS,2016
2,0,52134,FOVA,Fort Vancouver NHS,2016
3,0,68346,FOVA,Fort Vancouver NHS,2016
4,0,86638,FOVA,Fort Vancouver NHS,2016
5,0,98274,FOVA,Fort Vancouver NHS,2016
6,0,124361,FOVA,Fort Vancouver NHS,2016
7,0,211604,FOVA,Fort Vancouver NHS,2016
8,0,139551,FOVA,Fort Vancouver NHS,2016
9,0,83982,FOVA,Fort Vancouver NHS,2016
10,0,63940,FOVA,Fort Vancouver NHS,2016
11,0,67575,FOVA,Fort Vancouver NHS,2016
12,0,60341,FOVA,Fort Vancouver NHS,2016
1,0,45565,FOVA,Fort Vancouver NHS,2017
2,0,97426,FOVA,Fort Vancouver NHS,2017
3,0,114403,FOVA,Fort Vancouver NHS,2017
4,0,84843,FOVA,Fort Vancouver NHS,2017
5,0,136722,FOVA,Fort Vancouver NHS,2017
6,0,141908,FOVA,Fort Vancouver NHS,2017
7,0,145973,FOVA,Fort Vancouver NHS,2017
8,0,94525,FOVA,Fort Vancouver NHS,2017
9,0,67356,FOVA,Fort Vancouver NHS,2017
10,0,44959,FOVA,Fort Vancouver NHS,2017
11,0,66430,FOVA,Fort Vancouver NHS,2017
12,0,41379,FOVA,Fort Vancouver NHS,2017
1,0,70201,FOVA,Fort Vancouver NHS,2018
2,0,71158,FOVA,Fort Vancouver NHS,2018
3,0,81674,FOVA,Fort Vancouver NHS,2018
4,0,92011,FOVA,Fort Vancouver NHS,2018
5,0,119184,FOVA,Fort Vancouver NHS,2018
6,0,171366,FOVA,Fort Vancouver NHS,2018
7,0,161364,FOVA,Fort Vancouver NHS,2018
8,0,97540,FOVA,Fort Vancouver NHS,2018
9,0,91641,FOVA,Fort Vancouver NHS,2018
10,0,52192,FOVA,Fort Vancouver NHS,2018
11,0,54687,FOVA,Fort Vancouver NHS,2018
12,0,35535,FOVA,Fort Vancouver NHS,2018
1,8000,51761,FOVA,Fort Vancouver NHS,2019
2,8000,58676,FOVA,Fort Vancouver NHS,2019
3,8000,55372,FOVA,Fort Vancouver NHS,2019
4,8000,66250,FOVA,Fort Vancouver NHS,2019
5,8000,98553,FOVA,Fort Vancouver NHS,2019
6,8000,116876,FOVA,Fort Vancouver NHS,2019
7,8000,132587,FOVA,Fort Vancouver NHS,2019
8,8000,124641,FOVA,Fort Vancouver NHS,2019
9,8000,96894,FOVA,Fort Vancouver NHS,2019
10,8000,85075,FOVA,Fort Vancouver NHS,2019
11,8000,56514,FOVA,Fort Vancouver NHS,2019
12,8000,75015,FOVA,Fort Vancouver NHS,2019
1,8000,54681,FOVA,Fort Vancouver NHS,2020
2,423,62013,FOVA,Fort Vancouver NHS,2020
3,4000,42268,FOVA,Fort Vancouver NHS,2020
4,600,41241,FOVA,Fort Vancouver NHS,2020
5,1560,59244,FOVA,Fort Vancouver NHS,2020
6,2000,74455,FOVA,Fort Vancouver NHS,2020
7,2000,75645,FOVA,Fort Vancouver NHS,2020
8,2000,69118,FOVA,Fort Vancouver NHS,2020
9,2000,65622,FOVA,Fort Vancouver NHS,2020
10,2000,45790,FOVA,Fort Vancouver NHS,2020
11,2000,40726,FOVA,Fort Vancouver NHS,2020
12,2000,39308,FOVA,Fort Vancouver NHS,2020
1,1500,31831,FOVA,Fort Vancouver NHS,2021
2,1500,16534,FOVA,Fort Vancouver NHS,2021
3,2000,60949,FOVA,Fort Vancouver NHS,2021
4,2000,88655,FOVA,Fort Vancouver NHS,2021
5,1000,96883,FOVA,Fort Vancouver NHS,2021
6,1000,103673,FOVA,Fort Vancouver NHS,2021
7,500,122148,FOVA,Fort Vancouver NHS,2021
8,2000,79295,FOVA,Fort Vancouver NHS,2021
9,2000,73293,FOVA,Fort Vancouver NHS,2021
10,2000,49934,FOVA,Fort Vancouver NHS,2021
11,2000,53463,FOVA,Fort Vancouver NHS,2021
12,2000,32867,FOVA,Fort Vancouver NHS,2021
1,75,50218,FOVA,Fort Vancouver NHS,2022
2,75,67568,FOVA,Fort Vancouver NHS,2022
3,75,100274,FOVA,Fort Vancouver NHS,2022
4,75,81758,FOVA,Fort Vancouver NHS,2022
5,75,109766,FOVA,Fort Vancouver NHS,2022
6,75,85312,FOVA,Fort Vancouver NHS,2022
7,75,128087,FOVA,Fort Vancouver NHS,2022
8,75,116801,FOVA,Fort Vancouver NHS,2022
9,75,74660,FOVA,Fort Vancouver NHS,2022
10,75,58835,FOVA,Fort Vancouver NHS,2022
11,75,41630,FOVA,Fort Vancouver NHS,2022
12,75,49409,FOVA,Fort Vancouver NHS,2022
1,75,39078,FOVA,Fort Vancouver NHS,2023
2,75,45196,FOVA,Fort Vancouver NHS,2023
3,75,75975,FOVA,Fort Vancouver NHS,2023
